"QuantityPath","Parameter","PKParameter","Value"
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","CL",0.033455666696525
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","CL",-0.000300698342011468
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","CL",-0.0025903480103713
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","CL",0.000329461451468395
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","CL",-0.000229220245751198
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","CL",0.0162626064816378
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","CL",0.171109842523745
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","CL",-0.0548058808578422
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","CL",-0.000827760838940538
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","CL",0.00129416299958084
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","Vss",0.00322709922715226
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","Vss",0.014077099144282
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","Vss",0.146046990733451
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","Vss",0.00153251910573081
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","Vss",0.129658740405699
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","Vss",-0.00663638036108215
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","Vss",0.0145663152416578
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","Vss",-0.00148576372372392
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","Vss",0.0101392882773434
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","Vss",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","Vss",0.0267072344050663
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","Vss",0.18061667050632
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","Vss",-1.0987019870623
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","Vss",0.0474753585380366
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","Vss",0.00143000863507764
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","Vd",0.00254427434256044
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","Vd",0.00940491042948742
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","Vd",0.163697269803954
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","Vd",0.00158769910102978
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","Vd",0.104855458343148
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","Vd",0.0290619855336728
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","Vd",0.00833924552385377
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","Vd",-0.00173614828950315
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","Vd",0.0075364401117903
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","Vd",-0.000817908101095615
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","Vd",0.0159404586564383
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","Vd",0.144495720882742
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","Vd",-0.75252340487183
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","Vd",0.0410199774537011
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","Vd",0.00218684954337664
